session_id,session_start_hour,session_end_hour,total_ops,total_volume,hour_span
1802,21,21,1,1200.0,0
2847,19,19,1,4800.0,0
3505,18,18,1,5000.0,0
1656,22,22,1,100.0,0
3240,13,13,1,31292.23,0
608,19,19,1,29000.0,0
879,18,18,1,600.0,0
343,13,13,1,21000.0,0
1665,15,15,3,712.4399999999999,0
2034,12,13,3,1477.55,1
2579,9,9,3,1545.5,0
96,18,18,2,2912.1400000000003,0
3490,0,0,1,200.0,0
206,18,18,1,5231.77,0
1650,14,14,1,100.0,0
596,16,15,6,1968.0,1
3475,15,15,1,325.01,0
2454,16,16,1,1003.0,0
1519,13,13,1,4000.0,0
483,12,12,1,1000.0,0
203,12,12,2,3000.0,0
2052,14,14,1,250.0,0
3225,21,21,1,8515.0,0
334,0,0,1,38000.0,0
721,15,15,1,240.0,0
2168,16,16,3,45400.0,0
1248,11,11,1,1000.0,0
3484,17,17,1,56046.0,0
1007,10,10,1,1214.14,0
197,19,19,3,126000.0,0
1120,20,19,3,93129.0,1
465,17,17,4,3482.5699999999997,0
1117,19,19,1,1900.0,0
602,20,20,1,197.4,0
986,16,16,1,116.74,0
1138,13,13,2,4100.0,0
620,20,19,3,1550.0,1
471,18,18,1,236.8,0
2192,17,18,6,23889.0,1
1942,17,17,1,805.0,0
3005,13,13,1,500.0,0
1805,10,11,7,1722.64,2
2344,11,10,5,3645.79,1
2615,18,18,2,3185.0,0
1299,12,12,1,776.18,0
638,17,17,2,14000.0,0
1424,13,13,1,550.0,0
3392,20,19,13,111964.88,1
2484,16,16,1,942.09,0
3014,11,10,2,3300.0,1
1296,18,18,2,1448.0,0
2987,10,10,1,550.0,0
3011,15,15,1,2500.0,0
1820,15,15,1,100.0,0
1436,10,10,1,839.0,0
903,16,16,1,293.1,0
653,18,18,2,65.83,0
3258,18,18,1,54287.46,0
1037,2,2,1,7308.41,0
1028,13,13,1,177.38,0
2853,0,0,1,500.0,0
2204,18,18,4,19802.0,0
1412,15,16,2,2200.0,1
1153,11,11,1,200.0,0
2871,16,16,1,6279.87,0
2999,16,16,1,1000.0,0
507,13,13,1,500.0,0
120,18,18,1,12513.0,0
2198,11,11,4,10245.0,0
1290,16,16,1,1080.0,0
391,16,16,2,2899.12,0
629,19,19,1,217.0,0
1302,18,18,1,200.0,0
2210,16,15,6,99180.0,1
2490,14,14,1,1500.0,0
3124,19,19,1,300.0,0
885,13,13,3,2383.96,0
1022,12,12,2,4057.42,0
2475,18,18,3,5890.0,0
2612,9,9,1,3000.0,0
1552,10,10,1,3376.2,0
3520,23,23,1,16000.0,0
2734,16,16,1,992.0,0
2335,15,16,2,1000.0,1
2600,14,14,2,900.0,0
3383,14,14,2,41226.65,0
1162,18,18,1,2000.0,0
1823,13,13,2,203.0,0
1698,14,14,1,799.0,0
3255,15,14,6,44766.100000000006,2
233,17,17,2,7300.0,0
2067,12,12,1,200.0,0
102,16,16,1,150.0,0
2216,12,11,6,22570.2,1
2722,13,13,1,650.0,0
492,16,16,1,100.0,0
1808,16,16,3,636.1,0
370,18,18,1,12000.0,0
2597,21,21,1,1000.0,0
894,17,17,1,1000.0,0
1835,9,9,1,530.0,0
1677,19,19,1,1686.86,0
123,18,18,2,9950.0,0
3130,16,16,1,330.0,0
1308,17,17,2,1100.0,0
2094,16,18,8,19187.989999999998,2
3377,16,16,1,66000.0,0
2329,22,22,2,420.0,0
3380,20,20,7,145917.08000000002,0
3252,20,20,1,22396.93,0
3136,19,20,2,2000.0,1
650,23,23,1,27.0,0
1016,10,10,1,201.6,0
1692,14,14,1,810.0,0
376,11,12,5,108295.0,2
239,13,13,2,5825.98,0
763,14,14,1,212.0,0
3514,23,23,2,46760.0,0
2996,5,5,1,600.0,0
3407,17,17,1,100000.0,0
1174,10,11,5,2694.5,1
2460,15,15,1,990.0,0
1430,23,23,1,550.0,0
2222,9,9,1,500.0,0
3267,19,19,2,35510.880000000005,0
2874,19,19,1,400.0,0
2609,15,15,1,450.0,0
1421,8,8,1,200.0,0
1948,12,12,1,500.0,0
1418,14,14,1,210.0,0
2746,23,23,1,662.93,0
3389,14,14,1,488.68,0
1281,17,17,1,20000.0,0
2085,19,18,6,65217.0,1
2076,23,23,7,94730.0,0
3118,14,14,1,237.6,0
504,21,21,1,24000.0,0
2877,12,12,1,212.49,0
1546,11,11,1,300.0,0
373,9,9,2,150.0,0
1293,13,13,1,515.0,0
1814,17,17,1,1000.0,0
3121,22,22,1,1976.76,0
1433,15,15,1,2000.0,0
2350,11,10,3,1018.62,1
2737,23,23,1,1000.0,0
2332,16,16,2,1030.0,0
3139,15,15,1,5000.0,0
1832,20,20,1,200.0,0
3115,4,4,1,300.0,0
3249,15,15,1,69000.0,0
2341,13,14,3,1239.0,1
3133,1,1,2,600.0,0
1040,12,12,1,482.64,0
2359,18,18,1,500.0,0
2487,11,11,1,315.0,0
2728,17,17,1,5195.84,0
1555,19,19,1,193.05,0
1046,15,15,1,1605.0,0
2621,12,12,1,500.0,0
3508,16,16,1,43000.0,0
242,11,11,1,5060.4,0
900,23,23,1,2133.15,0
906,13,12,3,510.0,1
2749,10,10,1,493.43,0
1680,16,16,1,1000.0,0
1829,12,12,1,208.0,0
2082,13,14,4,24950.0,1
2603,19,19,3,12504.939999999999,0
754,1,1,1,30.46,0
3246,20,19,8,98034.61,2
2070,16,16,1,500.0,0
1171,14,14,1,1000.0,0
1951,9,9,3,1490.0,0
3401,13,13,1,293.28,0
2207,9,9,3,607.0,0
2338,21,21,2,700.0,0
2868,11,11,1,400.0,0
1034,20,20,1,1395.8,0
1427,15,15,1,1000.0,0
111,1,1,1,80312.74,0
1168,12,12,4,21570.0,0
1564,10,10,1,239.96,0
2984,0,0,1,1000.0,0
2228,18,17,4,4603.09,1
1957,21,21,1,196.14,0
1147,15,15,1,300.0,0
1150,22,22,1,1065.0,0
915,0,0,1,1000.0,0
257,21,21,1,1900.0,0
126,14,17,10,24794.53,3
254,19,19,1,4277.35,0
2466,15,15,1,2800.0,0
2990,12,12,1,1606.28,0
2213,20,19,13,101993.53,1
1439,13,12,4,2949.4,1
1704,15,15,1,116.53,0
236,16,16,1,6985.0,0
1561,15,15,2,2160.0,0
248,12,12,1,55000.0,0
2219,18,18,1,42132.58,0
2594,17,17,1,1673.66,0
897,18,18,2,1045.6,0
230,12,12,3,40110.0,0
