session_id,num_operations,total_volume,avg_volume_per_op,total_quantity,session_start,session_end,unique_counterparties,dominant_fiat,dominant_asset,duration_minutes,operations_per_hour,volume_per_minute
174,1,9400.0,9400.0,213.0,2022-10-09T16:28:09.000000-0300,2022-10-09T16:28:09.000000-0300,1,UYU,USDT,0.0,100.0,940000.0
175,1,27.0,27.0,30.0,2022-10-09T23:46:11.000000-0300,2022-10-09T23:46:11.000000-0300,1,USD,USDT,0.0,100.0,2700.0
176,1,38.8,38.8,43.07,2022-10-10T18:34:13.000000-0300,2022-10-10T18:34:13.000000-0300,1,USD,USDT,0.0,100.0,3879.9999999999995
177,1,45.05,45.05,50.0,2022-10-11T12:48:43.000000-0300,2022-10-11T12:48:43.000000-0300,1,USD,USDT,0.0,100.0,4505.0
178,1,150.23,150.23,166.73,2022-10-11T21:10:29.000000-0300,2022-10-11T21:10:29.000000-0300,1,USD,USDT,0.0,100.0,15022.999999999998
179,2,25702.0,12851.0,590.71,2022-10-12T19:45:34.000000-0300,2022-10-12T19:51:08.000000-0300,1,UYU,USDT,5.566666666666666,21.55688622754491,4617.125748502995
180,1,625.5,625.5,695.0,2022-10-14T18:18:51.000000-0300,2022-10-14T18:18:51.000000-0300,1,USD,BUSD,0.0,100.0,62550.0
181,1,309.0,309.0,291.5,2022-10-19T19:04:24.000000-0300,2022-10-19T19:04:24.000000-0300,1,USD,USDT,0.0,100.0,30900.0
182,1,45.81,45.81,50.85,2022-10-21T10:53:37.000000-0300,2022-10-21T10:53:37.000000-0300,1,USD,USDT,0.0,100.0,4581.0
183,1,530.23,530.23,537.22,2022-11-04T01:00:21.000000-0300,2022-11-04T01:00:21.000000-0300,1,USD,USDT,0.0,100.0,53023.0
184,1,35.29,35.29,39.0,2022-11-04T16:55:58.000000-0300,2022-11-04T16:55:58.000000-0300,1,USD,USDT,0.0,100.0,3529.0
185,1,3000.0,3000.0,67.72,2022-11-11T17:44:13.000000-0300,2022-11-11T17:44:13.000000-0300,1,UYU,USDT,0.0,100.0,300000.0
186,1,105.0,105.0,99.05,2022-11-12T17:54:26.000000-0300,2022-11-12T17:54:26.000000-0300,1,USD,USDT,0.0,100.0,10500.0
187,1,2300.0,2300.0,52.57,2022-11-12T19:49:21.000000-0300,2022-11-12T19:49:21.000000-0300,1,UYU,USDT,0.0,100.0,230000.0
188,1,2000.0,2000.0,45.71,2022-11-12T22:10:10.000000-0300,2022-11-12T22:10:10.000000-0300,1,UYU,USDT,0.0,100.0,200000.0
189,1,25.34,25.34,28.0,2022-11-13T10:56:49.000000-0300,2022-11-13T10:56:49.000000-0300,1,USD,USDT,0.0,100.0,2534.0
190,1,320.85,320.85,310.0,2022-11-16T19:33:06.000000-0300,2022-11-16T19:33:06.000000-0300,1,USD,USDT,0.0,100.0,32085.0
191,1,80.0,80.0,77.07,2022-11-17T20:57:54.000000-0300,2022-11-17T20:57:54.000000-0300,1,USD,USDT,0.0,100.0,8000.0
192,1,207.6,207.6,200.0,2022-11-18T00:39:12.000000-0300,2022-11-18T00:39:12.000000-0300,1,USD,USDT,0.0,100.0,20760.0
193,1,2187.0,2187.0,52.13,2022-11-18T13:01:28.000000-0300,2022-11-18T13:01:28.000000-0300,1,UYU,USDT,0.0,100.0,218700.0
194,2,940.0,470.0,898.66,2022-11-18T13:31:36.000000-0300,2022-11-18T13:49:54.000000-0300,1,USD,USDT,18.3,6.557377049180328,51.36612021857923
195,1,52.0,52.0,49.57,2022-11-19T17:35:54.000000-0300,2022-11-19T17:35:54.000000-0300,1,USD,USDT,0.0,100.0,5200.0
196,2,1600.0,800.0,35.54,2022-11-19T22:31:40.000000-0300,2022-11-19T22:44:23.000000-0300,1,UYU,USDT,12.716666666666667,9.43643512450852,125.81913499344692
197,1,60.14,60.14,58.0,2022-11-20T12:31:10.000000-0300,2022-11-20T12:31:10.000000-0300,1,USD,USDT,0.0,100.0,6014.0
198,1,73.0,73.0,69.65,2022-11-22T18:28:16.000000-0300,2022-11-22T18:28:16.000000-0300,1,USD,USDT,0.0,100.0,7300.0
199,1,800.0,800.0,17.77,2022-11-23T16:53:31.000000-0300,2022-11-23T16:53:31.000000-0300,1,UYU,USDT,0.0,100.0,80000.0
200,2,3500.0,1750.0,77.77,2022-11-23T19:23:32.000000-0300,2022-11-23T19:41:19.000000-0300,1,UYU,USDT,17.78333333333333,6.747891283973758,196.81349578256797
201,1,1000.0,1000.0,22.22,2022-11-23T20:44:19.000000-0300,2022-11-23T20:44:19.000000-0300,1,UYU,USDT,0.0,100.0,100000.0
202,1,39000.0,39000.0,917.21,2022-11-24T16:23:12.000000-0300,2022-11-24T16:23:12.000000-0300,1,UYU,USDT,0.0,100.0,3900000.0
203,1,53956.83,53956.83,1199.04,2022-11-24T19:32:06.000000-0300,2022-11-24T19:32:06.000000-0300,1,UYU,USDT,0.0,100.0,5395683.0
204,1,5000.0,5000.0,117.67,2022-11-25T12:47:00.000000-0300,2022-11-25T12:47:00.000000-0300,1,UYU,USDT,0.0,100.0,500000.0
205,1,4500.0,4500.0,106.0,2022-11-26T12:34:28.000000-0300,2022-11-26T12:34:28.000000-0300,1,UYU,USDT,0.0,100.0,450000.0
206,1,212.0,212.0,200.56,2022-11-27T14:05:52.000000-0300,2022-11-27T14:05:52.000000-0300,1,USD,USDT,0.0,100.0,21200.0
207,1,170.0,170.0,200.0,2022-11-27T23:07:07.000000-0300,2022-11-27T23:07:07.000000-0300,1,USD,USDT,0.0,100.0,17000.0
208,1,4210.0,4210.0,100.0,2022-11-28T10:49:39.000000-0300,2022-11-28T10:49:39.000000-0300,1,UYU,USDT,0.0,100.0,421000.0
209,1,18000.0,18000.0,439.02,2022-11-30T15:31:57.000000-0300,2022-11-30T15:31:57.000000-0300,1,UYU,USDT,0.0,100.0,1800000.0
210,1,132.41,132.41,12764.378,2022-12-01T10:36:21.000000-0300,2022-12-01T10:36:21.000000-0300,1,USD,ETH,0.0,100.0,13241.0
211,1,1440.0,1440.0,1392.64,2022-12-01T16:13:51.000000-0300,2022-12-01T16:13:51.000000-0300,1,USD,USDT,0.0,100.0,144000.0
212,1,1500.0,1500.0,1450.67,2022-12-02T12:41:51.000000-0300,2022-12-02T12:41:51.000000-0300,1,USD,USDT,0.0,100.0,150000.0
213,1,2350.0,2350.0,57.24,2022-12-02T21:58:00.000000-0300,2022-12-02T21:58:00.000000-0300,1,UYU,USDT,0.0,100.0,235000.0
214,3,1500.0,500.0,35.79,2022-12-03T12:38:23.000000-0300,2022-12-03T12:51:29.000000-0300,1,UYU,USDT,13.1,13.740458015267176,114.50381679389314
215,2,1938.0,969.0,46.25,2022-12-03T16:11:07.000000-0300,2022-12-03T16:38:20.000000-0300,1,UYU,USDT,27.216666666666665,4.409063074096755,71.20636864666258
216,1,78.6,78.6,75.0,2022-12-03T18:39:15.000000-0300,2022-12-03T18:39:15.000000-0300,1,USD,USDT,0.0,100.0,7859.999999999999
217,1,103.2,103.2,100.0,2022-12-05T13:47:33.000000-0300,2022-12-05T13:47:33.000000-0300,1,USD,USDT,0.0,100.0,10320.0
218,1,50.0,50.0,47.61,2022-12-05T18:53:34.000000-0300,2022-12-05T18:53:34.000000-0300,1,USD,USDT,0.0,100.0,5000.0
219,1,500.0,500.0,11.96,2022-12-05T19:58:05.000000-0300,2022-12-05T19:58:05.000000-0300,1,UYU,USDT,0.0,100.0,50000.0
220,1,752.55,752.55,725.0,2022-12-06T13:44:39.000000-0300,2022-12-06T13:44:39.000000-0300,1,USD,USDT,0.0,100.0,75255.0
221,1,150.0,150.0,151.67,2022-12-06T18:35:38.000000-0300,2022-12-06T18:35:38.000000-0300,1,USD,USDT,0.0,100.0,15000.0
222,1,300.0,300.0,290.69,2022-12-08T12:21:51.000000-0300,2022-12-08T12:21:51.000000-0300,1,USD,USDT,0.0,100.0,30000.0
223,1,3000.0,3000.0,73.34,2022-12-08T15:44:01.000000-0300,2022-12-08T15:44:01.000000-0300,1,UYU,USDT,0.0,100.0,300000.0
224,2,8000.0,4000.0,195.58,2022-12-08T17:22:08.000000-0300,2022-12-08T17:46:51.000000-0300,1,UYU,USDT,24.716666666666665,4.855023600809171,323.6682400539447
225,1,45872.57,45872.57,1122.95,2022-12-08T23:27:08.000000-0300,2022-12-08T23:27:08.000000-0300,1,UYU,USDT,0.0,100.0,4587257.0
226,1,50.0,50.0,48.3,2022-12-09T06:31:09.000000-0300,2022-12-09T06:31:09.000000-0300,1,USD,USDT,0.0,100.0,5000.0
227,2,5500.0,2750.0,135.13,2022-12-09T13:30:51.000000-0300,2022-12-09T13:39:36.000000-0300,1,UYU,USDT,8.75,13.714285714285714,628.5714285714286
228,3,5207.29,1735.7633333333333,2165.0,2022-12-09T15:03:08.000000-0300,2022-12-09T15:47:50.000000-0300,1,USD,USDT,44.7,4.026845637583893,116.49418344519015
229,1,3900.0,3900.0,95.82,2022-12-09T16:37:45.000000-0300,2022-12-09T16:37:45.000000-0300,1,UYU,USDT,0.0,100.0,390000.0
230,1,5000.0,5000.0,122.85,2022-12-09T20:56:28.000000-0300,2022-12-09T20:56:28.000000-0300,1,UYU,USDT,0.0,100.0,500000.0
231,1,100.0,100.0,95.87,2022-12-10T14:00:43.000000-0300,2022-12-10T14:00:43.000000-0300,1,USD,USDT,0.0,100.0,10000.0
232,2,4000.0,2000.0,97.1,2022-12-10T23:31:03.000000-0300,2022-12-10T23:37:06.000000-0300,1,UYU,USDT,6.05,19.834710743801654,661.1570247933885
233,1,10000.0,10000.0,245.7,2022-12-11T14:29:39.000000-0300,2022-12-11T14:29:39.000000-0300,1,UYU,USDT,0.0,100.0,1000000.0
234,2,3005.9,1502.95,73.85,2022-12-11T15:31:34.000000-0300,2022-12-11T15:40:02.000000-0300,1,UYU,USDT,8.466666666666667,14.173228346456694,355.0275590551181
235,1,8370.0,8370.0,205.65,2022-12-11T17:53:32.000000-0300,2022-12-11T17:53:32.000000-0300,1,UYU,USDT,0.0,100.0,837000.0
236,1,5370.0,5370.0,131.94,2022-12-11T18:30:19.000000-0300,2022-12-11T18:30:19.000000-0300,1,UYU,USDT,0.0,100.0,537000.0
237,2,8800.78,4400.39,355.94,2022-12-11T19:37:07.000000-0300,2022-12-11T19:59:37.000000-0300,1,UYU,USDT,22.5,5.333333333333333,391.1457777777778
238,1,2035.0,2035.0,50.0,2022-12-11T22:00:52.000000-0300,2022-12-11T22:00:52.000000-0300,1,UYU,USDT,0.0,100.0,203500.0
239,1,202.2,202.2,196.5,2022-12-12T15:42:33.000000-0300,2022-12-12T15:42:33.000000-0300,1,USD,USDT,0.0,100.0,20220.0
240,1,100.0,100.0,97.18,2022-12-12T16:16:53.000000-0300,2022-12-12T16:16:53.000000-0300,1,USD,USDT,0.0,100.0,10000.0
241,1,516.63,516.63,522.38,2022-12-15T09:44:58.000000-0300,2022-12-15T09:44:58.000000-0300,1,USD,USDT,0.0,100.0,51663.0
242,1,2376.0,2376.0,2400.0,2022-12-15T11:02:11.000000-0300,2022-12-15T11:02:11.000000-0300,1,USD,USDT,0.0,100.0,237600.0
243,2,1242.0,621.0,1205.8200000000002,2022-12-15T14:47:05.000000-0300,2022-12-15T15:00:38.000000-0300,1,USD,USDT,13.549999999999999,8.85608856088561,91.66051660516605
244,1,1017.67,1017.67,1027.94,2022-12-15T15:59:40.000000-0300,2022-12-15T15:59:40.000000-0300,1,USD,USDT,0.0,100.0,101767.0
245,1,138.0,138.0,132.69,2022-12-15T20:19:34.000000-0300,2022-12-15T20:19:34.000000-0300,1,USD,USDT,0.0,100.0,13800.0
246,1,350.0,350.0,336.53,2022-12-16T09:39:51.000000-0300,2022-12-16T09:39:51.000000-0300,1,USD,USDT,0.0,100.0,35000.0
247,1,303.41,303.41,335.26,2022-12-20T17:04:32.000000-0300,2022-12-20T17:04:32.000000-0300,1,USD,USDT,0.0,100.0,30341.000000000004
248,2,1605.66,802.83,1653.62,2022-12-28T20:25:29.000000-0300,2022-12-28T20:32:06.000000-0300,1,USD,USDT,6.616666666666666,18.136020151133504,242.66901763224183
249,1,545.6,545.6,550.0,2023-01-06T18:00:35.000000-0300,2023-01-06T18:00:35.000000-0300,1,USD,USDT,0.0,100.0,54560.0
250,1,81.0,81.0,1.8,2023-01-08T22:41:04.000000-0300,2023-01-08T22:41:04.000000-0300,1,UYU,USDT,0.0,100.0,8100.0
251,1,2394.24,2394.24,2315.51,2023-01-09T14:22:15.000000-0300,2023-01-09T14:22:15.000000-0300,1,USD,USDT,0.0,100.0,239423.99999999997
252,1,350.0,350.0,354.6,2023-01-18T14:30:54.000000-0300,2023-01-18T14:30:54.000000-0300,1,USD,USDT,0.0,100.0,35000.0
253,1,500.91,500.91,507.0,2023-02-02T03:29:22.000000-0300,2023-02-02T03:29:22.000000-0300,1,USD,BUSD,0.0,100.0,50091.0
254,1,285.66,285.66,132.0,2023-02-09T12:55:52.000000-0300,2023-02-09T12:55:52.000000-0300,1,USD,BTC,0.0,100.0,28566.000000000004
255,1,1315.38,1315.38,1363.09,2023-02-20T05:12:37.000000-0300,2023-02-20T05:12:37.000000-0300,1,USD,USDT,0.0,100.0,131538.0
256,1,575.18,575.18,58632008.154,2023-03-07T16:21:14.000000-0300,2023-03-07T16:21:14.000000-0300,1,USD,BUSD,0.0,100.0,57517.99999999999
257,1,450.0,450.0,454.54,2023-03-09T16:24:31.000000-0300,2023-03-09T16:24:31.000000-0300,1,USD,USDT,0.0,100.0,45000.0
258,1,19500.0,19500.0,461.53,2023-03-10T12:55:09.000000-0300,2023-03-10T12:55:09.000000-0300,1,UYU,USDT,0.0,100.0,1950000.0
259,1,200.55,200.55,210.0,2023-03-23T19:16:18.000000-0300,2023-03-23T19:16:18.000000-0300,1,USD,USDT,0.0,100.0,20055.0
260,1,1685.96,1685.96,1704.71,2023-03-28T21:58:31.000000-0300,2023-03-28T21:58:31.000000-0300,1,USD,USDT,0.0,100.0,168596.0
261,1,668.5,668.5,700.0,2023-03-31T08:59:32.000000-0300,2023-03-31T08:59:32.000000-0300,1,USD,USDT,0.0,100.0,66850.0
262,1,10000.0,10000.0,235.29,2023-04-02T11:22:57.000000-0300,2023-04-02T11:22:57.000000-0300,1,UYU,USDT,0.0,100.0,1000000.0
263,1,4205.0,4205.0,100.0,2023-04-05T16:03:08.000000-0300,2023-04-05T16:03:08.000000-0300,1,UYU,USDT,0.0,100.0,420500.0
264,1,4998.0,4998.0,5100.0,2023-04-11T12:16:42.000000-0300,2023-04-11T12:16:42.000000-0300,1,USD,USDT,0.0,100.0,499800.0
265,1,16482.0,16482.0,402.0,2023-04-11T15:21:53.000000-0300,2023-04-11T15:21:53.000000-0300,1,UYU,USDT,0.0,100.0,1648200.0
266,1,56978.1,56978.1,1347.0,2023-04-19T16:47:56.000000-0300,2023-04-19T16:47:56.000000-0300,1,UYU,USDT,0.0,100.0,5697810.0
267,1,38261.25,38261.25,895.0,2023-04-19T23:37:02.000000-0300,2023-04-19T23:37:02.000000-0300,1,UYU,USDT,0.0,100.0,3826125.0
268,1,12999.9,12999.9,305.88,2023-04-24T10:41:19.000000-0300,2023-04-24T10:41:19.000000-0300,1,UYU,USDT,0.0,100.0,1299990.0
269,1,38055.5,38055.5,923.9,2023-04-26T14:18:47.000000-0300,2023-04-26T14:18:47.000000-0300,1,UYU,USDT,0.0,100.0,3805550.0
270,1,60000.0,60000.0,1466.99,2023-04-28T20:16:33.000000-0300,2023-04-28T20:16:33.000000-0300,1,UYU,USDT,0.0,100.0,6000000.0
271,1,3314.05,3314.05,79.0,2023-04-28T21:01:06.000000-0300,2023-04-28T21:01:06.000000-0300,1,UYU,USDT,0.0,100.0,331405.0
272,1,100.0,100.0,93.63,2023-04-29T12:56:29.000000-0300,2023-04-29T12:56:29.000000-0300,1,USD,USDT,0.0,100.0,10000.0
273,1,197.0,197.0,184.62,2023-04-30T17:44:31.000000-0300,2023-04-30T17:44:31.000000-0300,1,USD,USDT,0.0,100.0,19700.0
274,1,100.0,100.0,95.32,2023-05-03T13:23:03.000000-0300,2023-05-03T13:23:03.000000-0300,1,USD,USDT,0.0,100.0,10000.0
275,1,13000.0,13000.0,315.91,2023-05-03T14:32:18.000000-0300,2023-05-03T14:32:18.000000-0300,1,UYU,USDT,0.0,100.0,1300000.0
276,1,250.0,250.0,239.46,2023-05-04T17:58:29.000000-0300,2023-05-04T17:58:29.000000-0300,1,USD,USDT,0.0,100.0,25000.0
277,1,500.0,500.0,469.48,2023-05-04T23:57:57.000000-0300,2023-05-04T23:57:57.000000-0300,1,USD,USDT,0.0,100.0,50000.0
278,1,1000.0,1000.0,952.38,2023-05-06T19:10:00.000000-0300,2023-05-06T19:10:00.000000-0300,1,USD,USDT,0.0,100.0,100000.0
279,1,100.0,100.0,94.33,2023-05-07T20:07:42.000000-0300,2023-05-07T20:07:42.000000-0300,1,USD,USDT,0.0,100.0,10000.0
280,1,100.0,100.0,94.33,2023-05-07T23:07:38.000000-0300,2023-05-07T23:07:38.000000-0300,1,USD,USDT,0.0,100.0,10000.0
281,1,100.0,100.0,94.33,2023-05-07T23:43:43.000000-0300,2023-05-07T23:43:43.000000-0300,1,USD,USDT,0.0,100.0,10000.0
282,1,210.0,210.0,202.11,2023-05-08T10:06:30.000000-0300,2023-05-08T10:06:30.000000-0300,1,USD,USDT,0.0,100.0,21000.0
283,2,335.0,167.5,323.85,2023-05-08T12:15:00.000000-0300,2023-05-08T12:38:08.000000-0300,1,USD,USDT,23.133333333333333,5.187319884726225,14.481268011527378
284,1,1000.0,1000.0,952.38,2023-05-10T14:34:03.000000-0300,2023-05-10T14:34:03.000000-0300,1,USD,USDT,0.0,100.0,100000.0
285,1,100.0,100.0,96.15,2023-05-10T20:18:26.000000-0300,2023-05-10T20:18:26.000000-0300,1,USD,USDT,0.0,100.0,10000.0
286,3,1798.0,599.3333333333334,1729.61,2023-05-11T10:46:15.000000-0300,2023-05-11T11:03:51.000000-0300,1,USD,USDT,17.6,10.227272727272727,102.1590909090909
287,3,19595.0,6531.666666666667,477.90999999999997,2023-05-11T15:56:31.000000-0300,2023-05-11T16:09:55.000000-0300,1,UYU,USDT,13.4,13.432835820895523,1462.3134328358208
288,2,60467.0,30233.5,1518.07,2023-05-11T16:53:18.000000-0300,2023-05-11T17:02:25.000000-0300,1,USD,USDT,9.116666666666667,13.162705667276052,6632.577696526508
289,1,116.0,116.0,111.64,2023-05-11T18:00:11.000000-0300,2023-05-11T18:00:11.000000-0300,1,USD,USDT,0.0,100.0,11600.0
290,1,194.0,194.0,5.38,2023-05-16T15:25:34.000000-0300,2023-05-16T15:25:34.000000-0300,1,UYU,USDT,0.0,100.0,19400.0
291,1,200.0,200.0,193.42,2023-05-18T11:09:27.000000-0300,2023-05-18T11:09:27.000000-0300,1,USD,USDT,0.0,100.0,20000.0
292,1,3000.0,3000.0,2912.62,2023-05-18T15:13:42.000000-0300,2023-05-18T15:13:42.000000-0300,1,USD,USDT,0.0,100.0,300000.0
293,1,1100.0,1100.0,1061.77,2023-05-22T18:42:59.000000-0300,2023-05-22T18:42:59.000000-0300,1,USD,USDT,0.0,100.0,110000.0
294,1,950.0,950.0,924.12,2023-05-23T16:57:02.000000-0300,2023-05-23T16:57:02.000000-0300,1,USD,USDT,0.0,100.0,95000.0
295,1,200.0,200.0,193.61,2023-05-23T20:45:24.000000-0300,2023-05-23T20:45:24.000000-0300,1,USD,USDT,0.0,100.0,20000.0
296,1,453.0,453.0,440.23,2023-05-25T19:17:06.000000-0300,2023-05-25T19:17:06.000000-0300,1,USD,USDT,0.0,100.0,45300.0
297,2,48208.0,24104.0,1174.65,2023-05-27T14:58:06.000000-0300,2023-05-27T15:10:50.000000-0300,1,UYU,USDT,12.733333333333333,9.424083769633508,3785.9685863874347
298,1,40000.0,40000.0,974.65,2023-05-27T15:56:08.000000-0300,2023-05-27T15:56:08.000000-0300,1,UYU,USDT,0.0,100.0,4000000.0
299,1,11000.0,11000.0,268.03,2023-05-27T20:14:07.000000-0300,2023-05-27T20:14:07.000000-0300,1,UYU,USDT,0.0,100.0,1100000.0
300,1,40000.0,40000.0,966.18,2023-05-28T15:34:44.000000-0300,2023-05-28T15:34:44.000000-0300,1,UYU,USDT,0.0,100.0,4000000.0
301,1,18000.0,18000.0,434.99,2023-05-28T18:34:06.000000-0300,2023-05-28T18:34:06.000000-0300,1,UYU,USDT,0.0,100.0,1800000.0
302,1,150.0,150.0,144.5,2023-05-29T13:30:31.000000-0300,2023-05-29T13:30:31.000000-0300,1,USD,USDT,0.0,100.0,15000.0
303,1,500.0,500.0,481.69,2023-05-30T20:05:21.000000-0300,2023-05-30T20:05:21.000000-0300,1,USD,USDT,0.0,100.0,50000.0
304,1,1000.0,1000.0,963.39,2023-05-30T20:46:22.000000-0300,2023-05-30T20:46:22.000000-0300,1,USD,USDT,0.0,100.0,100000.0
305,1,200.0,200.0,192.67,2023-05-30T22:08:05.000000-0300,2023-05-30T22:08:05.000000-0300,1,USD,USDT,0.0,100.0,20000.0
306,1,200.0,200.0,192.67,2023-05-30T23:13:10.000000-0300,2023-05-30T23:13:10.000000-0300,1,USD,USDT,0.0,100.0,20000.0
307,1,206.0,206.0,200.0,2023-06-01T21:23:17.000000-0300,2023-06-01T21:23:17.000000-0300,1,USD,USDT,0.0,100.0,20600.0
308,1,150.0,150.0,144.92,2023-06-02T21:39:26.000000-0300,2023-06-02T21:39:26.000000-0300,1,USD,USDT,0.0,100.0,15000.0
309,2,1200.0,600.0,1159.42,2023-06-03T12:33:44.000000-0300,2023-06-03T12:34:26.000000-0300,1,USD,USDT,0.7,171.42857142857144,1714.2857142857144
310,1,200.0,200.0,192.3,2023-06-06T09:56:25.000000-0300,2023-06-06T09:56:25.000000-0300,1,USD,USDT,0.0,100.0,20000.0
311,1,500.0,500.0,481.69,2023-06-06T12:52:54.000000-0300,2023-06-06T12:52:54.000000-0300,1,USD,USDT,0.0,100.0,50000.0
312,1,1552.5,1552.5,1500.0,2023-06-06T14:19:43.000000-0300,2023-06-06T14:19:43.000000-0300,1,USD,USDT,0.0,100.0,155250.0
313,1,515.0,515.0,500.48,2023-06-09T16:44:55.000000-0300,2023-06-09T16:44:55.000000-0300,1,USD,USDT,0.0,100.0,51500.0
314,2,600.0,300.0,582.51,2023-06-10T11:56:25.000000-0300,2023-06-10T12:00:23.000000-0300,1,USD,USDT,3.966666666666667,30.252100840336137,151.26050420168067
315,1,200.0,200.0,193.23,2023-06-10T14:15:27.000000-0300,2023-06-10T14:15:27.000000-0300,1,USD,USDT,0.0,100.0,20000.0
316,1,79766.0,79766.0,1937.47,2023-06-11T13:33:11.000000-0300,2023-06-11T13:33:11.000000-0300,1,UYU,USDT,0.0,100.0,7976600.0
317,1,20000.0,20000.0,487.32,2023-06-11T17:48:05.000000-0300,2023-06-11T17:48:05.000000-0300,1,UYU,USDT,0.0,100.0,2000000.0
318,1,2000.0,2000.0,1924.92,2023-06-12T09:46:24.000000-0300,2023-06-12T09:46:24.000000-0300,1,USD,USDT,0.0,100.0,200000.0
319,1,315.0,315.0,304.93,2023-06-13T15:58:32.000000-0300,2023-06-13T15:58:32.000000-0300,1,USD,USDT,0.0,100.0,31500.0
320,1,200.0,200.0,192.49,2023-06-14T17:43:44.000000-0300,2023-06-14T17:43:44.000000-0300,1,USD,USDT,0.0,100.0,20000.0
321,1,1148.0,1148.0,1112.4,2023-06-14T18:26:15.000000-0300,2023-06-14T18:26:15.000000-0300,1,USD,USDT,0.0,100.0,114800.0
322,1,2100.0,2100.0,2003.81,2023-06-15T16:28:50.000000-0300,2023-06-15T16:28:50.000000-0300,1,USD,USDT,0.0,100.0,210000.0
323,1,200.0,200.0,190.83,2023-06-15T18:32:55.000000-0300,2023-06-15T18:32:55.000000-0300,1,USD,USDT,0.0,100.0,20000.0
324,1,200.0,200.0,193.42,2023-06-16T13:51:28.000000-0300,2023-06-16T13:51:28.000000-0300,1,USD,USDT,0.0,100.0,20000.0
325,1,800.0,800.0,774.44,2023-06-16T17:12:30.000000-0300,2023-06-16T17:12:30.000000-0300,1,USD,USDT,0.0,100.0,80000.0
326,1,1000.0,1000.0,953.28,2023-06-21T16:53:01.000000-0300,2023-06-21T16:53:01.000000-0300,1,USD,USDT,0.0,100.0,100000.0
327,1,500.0,500.0,472.58,2023-06-22T08:28:22.000000-0300,2023-06-22T08:28:22.000000-0300,1,USD,USDT,0.0,100.0,50000.0
328,1,500.0,500.0,481.23,2023-06-22T14:48:27.000000-0300,2023-06-22T14:48:27.000000-0300,1,USD,USDT,0.0,100.0,50000.0
329,1,200.0,200.0,193.42,2023-06-23T10:52:06.000000-0300,2023-06-23T10:52:06.000000-0300,1,USD,USDT,0.0,100.0,20000.0
330,1,283.23,283.23,270.0,2023-06-23T15:20:44.000000-0300,2023-06-23T15:20:44.000000-0300,1,USD,USDT,0.0,100.0,28323.0
331,1,200.0,200.0,187.79,2023-06-23T17:23:53.000000-0300,2023-06-23T17:23:53.000000-0300,1,USD,USDT,0.0,100.0,20000.0
332,1,1000.0,1000.0,970.87,2023-06-27T13:02:40.000000-0300,2023-06-27T13:02:40.000000-0300,1,USD,USDT,0.0,100.0,100000.0
333,1,5000.0,5000.0,4789.27,2023-06-27T22:10:02.000000-0300,2023-06-27T22:10:02.000000-0300,1,USD,USDT,0.0,100.0,500000.0
334,1,206.82,206.82,201.0,2023-06-28T15:09:01.000000-0300,2023-06-28T15:09:01.000000-0300,1,USD,USDT,0.0,100.0,20682.0
335,1,305.0,305.0,290.47,2023-06-29T05:33:17.000000-0300,2023-06-29T05:33:17.000000-0300,1,USD,USDT,0.0,100.0,30500.0
336,1,200.0,200.0,189.57,2023-07-01T19:11:44.000000-0300,2023-07-01T19:11:44.000000-0300,1,USD,USDT,0.0,100.0,20000.0
337,1,4000.0,4000.0,3864.73,2023-07-02T23:37:22.000000-0300,2023-07-02T23:37:22.000000-0300,1,USD,USDT,0.0,100.0,400000.0
338,1,1056.0,1056.0,1000.0,2023-07-03T08:06:40.000000-0300,2023-07-03T08:06:40.000000-0300,1,USD,USDT,0.0,100.0,105600.0
339,1,200.0,200.0,194.17,2023-07-03T11:07:39.000000-0300,2023-07-03T11:07:39.000000-0300,1,USD,USDT,0.0,100.0,20000.0
340,1,350.0,350.0,338.81,2023-07-05T16:54:27.000000-0300,2023-07-05T16:54:27.000000-0300,1,USD,USDT,0.0,100.0,35000.0
341,1,2000.0,2000.0,1913.87,2023-07-06T20:07:01.000000-0300,2023-07-06T20:07:01.000000-0300,1,USD,USDT,0.0,100.0,200000.0
342,1,694.75,694.75,664.83,2023-07-06T23:35:34.000000-0300,2023-07-06T23:35:34.000000-0300,1,USD,USDT,0.0,100.0,69475.0
343,1,415.0,415.0,402.91,2023-07-07T17:55:25.000000-0300,2023-07-07T17:55:25.000000-0300,1,USD,USDT,0.0,100.0,41500.0
344,1,210.0,210.0,202.7,2023-07-08T14:07:50.000000-0300,2023-07-08T14:07:50.000000-0300,1,USD,USDT,0.0,100.0,21000.0
345,1,550.0,550.0,531.4,2023-07-10T10:11:46.000000-0300,2023-07-10T10:11:46.000000-0300,1,USD,USDT,0.0,100.0,55000.0
346,1,550.0,550.0,531.91,2023-07-10T11:25:18.000000-0300,2023-07-10T11:25:18.000000-0300,1,USD,USDT,0.0,100.0,55000.0
347,1,550.0,550.0,531.91,2023-07-10T13:07:12.000000-0300,2023-07-10T13:07:12.000000-0300,1,USD,USDT,0.0,100.0,55000.0
348,1,5000.0,5000.0,4835.58,2023-07-10T20:13:03.000000-0300,2023-07-10T20:13:03.000000-0300,1,USD,USDT,0.0,100.0,500000.0
349,1,550.0,550.0,531.91,2023-07-10T23:06:00.000000-0300,2023-07-10T23:06:00.000000-0300,1,USD,USDT,0.0,100.0,55000.0
